crim crie	參差/㠁嵯
tto sren	嵞山
siiunn sren	嵩山
siiunn mriann	嵩明
liannx nwm	嶺南
liannx dunn	嶺東
nnrok ttann	嶽塘
nnrok luk	嶽麓
nnuui nnuui	巍巍
nnuui gnien	巍然
nnram ccwnn	巖層
nnram ccriiann	巖床
qyen kkriak	川劇
qyen nnuaih	川外
qyen pox	川普
qyen guk	川穀
qyen kiiunn	川芎
qyen cwih	川菜
qyen sei	川西
qyen baih	川貝
qyen zi	川資
qyen jinh	川震
qyen dannx	川黨
jiiu brak	州伯
jiiu greih	州界
jiiu lip	州立
ssyn iik	巡弋
ssyn ppoh	巡捕
ssyn piiox	巡撫
ssyn ienx	巡演
ssyn leix	巡禮
ssyn hhann	巡航
ssyn griannx	巡警
ssyn iiu	巡遊
ssyn lah	巡邏
gunn gnin	工人
gunn kkrienx	工件
gunn briann	工兵
gunn kkiioh	工具
gunn cciiannh	工匠
gunn kwux	工口
gunn xiiann	工商
gunn hhrok	工學
gunn leu	工寮
gunn ssiiwx	工序
gunn jiannx	工整
gunn xxii	工時
gunn kkii	工期
gunn gruannx	工礦
gunn kua	工科
gunn ttiann	工程
gunn brit	工筆
gunn nnieih	工藝
gunn ttwnn	工藤
gunn piionn	工蜂
gunn ttuk	工讀
gunn zi	工資
gunn nonn	工農
gunn ppin	工頻
gunn teix	工體
gunn dannx	工黨
gunn lenn	工齡
zax xxiiannh	左上
zax zriik	左側
zax nnanh	左岸
zax xiiux	左手
zax preh	左派
zax iik	左翼
zax hhen	左舷
zax ben	左邊
zax mienh	左面
kkiiwx gnin	巨人
kkiiwx cciiannh	巨匠
kkiiwx hhenn	巨型
kkiiwx viann	巨嬰
kkiiwx biiuh	巨富
kkiiwx brek	巨擘
kkiiwx senn	巨星
kkiiwx kuanx	巨款/鉅款
kkiiwx liiu	巨流
kkiiwx xiiuh	巨獸
kkiiwx xxiak	巨石
kkiiwx seih	巨細
kkiiwx sek	巨蜥
kkiiwx hhrex	巨蟹
kkiiwx doh	巨蠹
kkiiwx brienh	巨變
kkiiwx zi	巨資
kkiiwx lyn	巨輪
kkiiwx ccip	巨集
kkiiwx hiiannx	巨響
kkiiwx ttwu	巨頭
kkiiwx nnrak	巨額/鉅額
kkiiwx luk	巨鹿
miio ppa	巫婆
miio sren	巫山
miio hhrep	巫峽
miio sri	巫師
miio ttok	無毒/巫毒
miio kei	巫溪
miio tonnh	巫統
miio gox	巫蠱
miio qqyt	巫術
miio hhek	巫覡
miio vii	巫醫
giix tiiux	己丑
giix hhwix	己亥
giix mraux	己卯
giix miiih	己未
giix ttann	己糖
giix iiux	己酉
bra diiunn	巴中
bra sien	巴仙
bra iix	巴以
bra lih	巴利
bra liik	巴力
bra nwm	巴南
bra nnwp	巴哈
bra ga	巴哥
bra ttann	巴塘
bra ccriix	巴士
bra sren	巴山
bra jiiu	巴州
bra bra	巴巴
bra koh	巴庫
bra nnrienh	巴彥
bra griak	巴戟
bra zret	巴扎
bra jiiannx	巴掌
bra dwux	巴斗
bra sie	巴斯
bra sin	巴新
bra dunn	巴東
bra ssiionn	巴松
bra lim	巴林
bra vo	巴烏
bra ttwk	巴特
bra dwnn	巴登
bra niiux	巴紐
bra get	巴結
bra mak	巴莫
bra sat	巴薩
bra xxiiok	巴蜀
bra sei	巴西
bra ttwuh	巴豆
bra hrak	巴赫
bra liix	巴里
bra grim	巴金
bra tet	巴鐵
bra va	巴阿
bra lei	巴黎
hhronnh ziix	巷子
hhronnh lunnh	巷弄
xxiix ttiiannx	市丈
xxiix ziannx	市井
xxiix ttiih	市值
xxiix grah	市價
xxiix guaih	市儈
xxiix jieih	市制
xxiix ttiiann	市場
xxiix iionn	市容
xxiix cuwnh	市寸
xxiix qiak	市尺
xxiix jiannh	市政
xxiix ccau	市曹
xxiix min	市民
xxiix lip	市立
xxiix grau	市郊
xxiix liix	市里
xxiix ccip	市集
xxiix mienh	市面
boh xxip	布什
boh viii	布依
boh pit	布匹
boh nann	布囊
boh xxiann	布城
boh grin	布巾
boh hiii	布希
boh pprak	布帛
boh mak	布幕
boh giionh	布建
boh tah	布拖
boh piiix	布斐
boh lannx	布朗
boh lim	布林
boh manx	布滿
boh guk	布穀
boh sienh	布線
boh xxiiwh	布署
boh ttwih	布袋
hiii gnin	希仁
hiii sie	希斯
hiii hhunn	希洪
hiii gniex	希爾
hiii qqin	希神
hiii lap	希臘
mrat ziix	帕子
mrat sie	帕斯
mrat sei	帕西
tep ziix	帖子
tep ppiiuk	帖服
pprak grim	白金/帛金
deih vrit	帝乙
deih griann	帝京
deih ryh	帝位
deih nna	帝俄
deih zynh	帝俊
deih jieih	帝制
deih liik	帝力
deih kok	帝嚳
deih guwk	帝國
deih sin	帝辛
deih do	帝都
sri ttiiannx	師丈
sri biioh	師傅
sri hryann	師兄
sri riiux	師友
sri gox	師古
sri mwih	師妹
sri ziax	師姐
sri zonn	師宗
sri zuwn	師尊
sri tto	師徒
sri mwux	師母
sri sriann	師生
sri ppiiomx	師範
sri brieux	師表
sri zi	師資
ssiak ryh	席位
ssiak lwk	席勒
ssiak ziix	席子
diiannh ziix	帳子
diiannh manh	帳幔
diiannh mak	帳幕
diiannh miiuk	帳目
diiannh ppunn	帳篷
diiannh liem	帳簾
daih lwi	帶來
daih gnie	帶兒
daih briann	帶兵
daih giannh	帶勁
daih ttunnx	帶動
daih kiiwh	帶去
daih hhuwi	帶回
daih ziix	帶子
daih hrauh	帶孝
daih kuan	帶寬
daih liannx	帶領/帶嶺
daih gwmx	帶感
daih riiux	帶有
daih ppriannh	帶病
daih grip	帶給
daih sin	帶薪
daih swih	帶賽
daih loh	帶露/帶路
daih kwux	帶釦
daih ttenh	帶電
daih ttwu	帶頭
daih nniiw	帶魚
ry manh	帷幔
ry mak	帷幕
xxiiann gnin	常人
xxiiann miioh	常務
xxiiann krak	常客
xxiiann nenn	常寧
xxiiann sren	常山
xxiiann jiiu	常州
xxiiann xxiiann	常常
xxiiann nen	常年
xxiiann dwk	常德
xxiiann cciann	常情
xxiiann twih	常態
xxiiann xxii	常時
xxiiann mo	常模
xxiiann biiop	常法
xxiiann vuwn	常溫
xxiiann xxiiuk	常熟
xxiiann ppiiomx	常犯
xxiiann liix	常理
xxiiann iionnh	常用
xxiiann liiok	常綠
xxiiann gye	常規
xxiiann nniion	常言
xxiiann xiet	常設
xxiiann gryx	常軌
xxiiann ttaux	常道
xxiiann hhronnx	常項
xxiiann diioh	常駐
srap ie	帹暆
mauh cciiannh	帽匠
mauh ziix	帽子
mauh iem	帽檐
mauh yen	帽沿
ruui mak	幃幕
hhuannx ziix	幌子
manh ziix	幔子
mak boh	幕布
mak biiox	幕府
mak sie	幕斯
mak cciiann	幕牆
mak grenh	幕間
piion gnien	幡然/翻然
ppieih ttiih	幣值
ppieih ppriet	幣別
ppieih jieih	幣制
bann hiionn	幫凶
bann ccriiwh	幫助
bann ziix	幫子
bann gunn	幫工
bann ttiio	幫廚
bann mann	幫忙
bann xiiux	幫手
bann preh	幫派
bann pox	幫浦
bann kronn	幫腔
bann crinh	幫襯
bann pprenh	幫辦
bann hhren	幫閑
gan hiiu	干休
gan baux	干寶
gan gua	干戈
gan gnieux	干擾
gan jie	干支
gan jiinnh	干證
gan vrip	干邑
gan iiwh	干預
nen diiunn	年中
nen ttwih	年代
nen brin	年份
nen lwi	年來
nen hryann	年兄
nen criiw	年初
nen ccen	年前
nen riiux	年友
nen gyn	年均
nen bauh	年報
nen iah	年夜
nen zuwn	年尊
nen miiix	年尾
nen nen	年年
nen viuh	年幼
nen deix	年底
nen grann	年庚
nen siik	年息
nen xxiann	年成
nen lek	年曆
nen nnuuot	年月
nen mat	年末
nen syeih	年歲
nen zet	年節
nen giix	年紀
nen grip	年級
nen jiiunn	年終
nen laux	年老
nen sin	年薪
nen brieux	年表
nen nnrieh	年誼
nen box	年譜
nen huah	年貨
nen zi	年資
nen lyn	年輪
nen mraih	年邁
nen grim	年金
nen grenh	年間
nen gruan	年關
nen hhrenx	年限
nen ttwu	年頭
nen lenn	年齡
hhrennx mrienx	幸免
hhrennx hiix	幸喜
hhrennx biiuk	幸福
hhrennx gnii	幸而
hhrennx krye	幸虧
hhrennx zinh	幸進
hhrennx ruunh	幸運
ganh giannh	幹勁
ganh ccwi	幹材/幹才
ganh grah	幹架
ganh liiu	幹流
ganh kkiiw	幹渠
ganh sienh	幹線
ganh lenh	幹練
ganh griannx	幹警
ganh ttaux	幹道
ganh max	幹麼
hhruenh hruah	幻化
hhruenh griannx	幻境/幻景
hhruenh vriannx	幻影
hhruenh siiannx	幻想
hhruenh miet	幻滅
hhruenh dwnn	幻燈
hhruenh ssiiannx	幻象
viuh mwih	幼妹
viuh sieux	幼小
viuh nen	幼年
viuh xxii	幼時
viuh xiiuh	幼獸
viuh ttih	幼稚
viuh ttunn	幼童
viuh mrieu	幼苗
viuh ccriio	幼雛
viuh mrax	幼馬
viuh teix	幼體
viuh qiix	幼齒
viu menn	幽冥
viu lenn	幽囹/幽靈
viu jiiu	幽州
viu gennh	幽徑
viu miii	幽微
viu mriann	幽明
viu vwmh	幽暗
viu ppiiu	幽浮
viu liiok	幽綠
viu mrix	幽美
viu syh	幽邃
viu mwn	幽門
viu nnrax	幽雅
viu cciannx	幽靜
viu hiiann	幽香
viu mwk	幽默
bih riiuh	庇佑/庇祐
bih gox	庇古
bih vrimh	庇蔭
bih hhoh	庇護
ccriiann ryh	床位
ccriiann zriik	床側
ccriiann riiux	床友
ccriiann diiannh	床帳
ccriiann kkriex	床技
ccriiann yen	床沿
ccriiann lip	床笠
ccriiann zriix	床笫
ccriiann drauh	床罩
ccriiann ben	床邊
ccriiann lenn	床鈴
ccriiann ttwu	床頭
ssiiwx liet	序列
ssiiwx mak	序幕
ssiiwx miin	敘文/序文
ssiiwx kiiok	序曲
ssiiwx ppat	序跋
deix ziix	底子
deix ccwnn	底層
deix ccuah	底座
deix jiix	底止
deix jip	底汁
deix cit	底漆
deix penh	底片
deix branx	底版
deix greih	底界
deix ppan	底盤
deix duan	底端
deix seih	底細
deix sienh	底線
deix ppiii	底肥
deix sin	底薪
deix vuun	底蘊
deix ben	底邊
deix ppiiot	底閥
deix hhrenx	底限
deix mienh	底面
pprau ttiio	庖廚
demh jiiox	店主
demh ruun	店員
demh ttann	店堂
demh gra	店家
demh mienh	店面
grann nnox	庚午
grann ziix	庚子
grann syt	庚戌
grann xin	庚申
grann ttann	庚糖
grann xxin	庚辰
biiox xxiiannh	府上
biiox xxiann	府城
biiox ynx	府尹
biiox mak	府幕
biiox koh	府庫
biiox tteih	府第
biiox xiih	府試
biiox deix	府邸
ccuah ryh	座位
ccuah ttann	座堂
ccuah ziix	座子
ccuah ssiak	座席
ccuah giii	座機
ccuah lak	座落
ccuah ttam	座談
ccuah jiionn	座鐘
ccuah grah	座駕
koh lyn	庫侖/庫倫
koh kwk	庫克
koh mwuh	庫姆
koh ccuwn	庫存
koh dwk	庫德
koh ppiiann	庫房
koh gniex	庫爾
koh nwp	庫納
ttenn ruuon	庭園
ttenn ttann	庭堂
ttenn nnuaih	庭外
ttenn ximx	庭審
ttenn huunh	庭訓
vwm ttann	庵堂
xiiwh ziix	庶子
xiiwh xit	庶室
xiiwh min	庶民
kann gre	康佳
kann baux	康保
kann kkiionh	康健
kann bra	康巴
kann kkiiann	康強
kann dwk	康德
kann kkrieu	康橋
kann taih	康泰
kann hii	康熙
kann kkiio	康衢
kann mrax	康馬
iionn gnin	庸人
iionn ssiiok	庸俗
iionn ccwi	庸才
iionn luk	庸碌
iionn vii	庸醫
iiox sinh	庾信
criih kkiioh	廁具
criih sriiwx	廁所
criih jiex	廁紙
criih xin	廁身
siiann ppiiann	廂房
hhrax mwn	廈門
liem grah	廉價
liem tiix	廉恥
liem jiannh	廉政
liem gronn	廉江
liem get	廉潔
liem ttiik	廉直
liem xxiiwh	廉署
lann mrieuh	廊廟
lann miiox	廊廡
lann ziiux	廊酒
kuak ciann	廓清
ttiio kkiioh	廚具
ttiio sii	廚司
ttiio ziix	廚子
ttiio gunn	廚工
ttiio sri	廚師
ttiio ppiiann	廚房
ttiio nnieih	廚藝
ttiio iiw	廚餘
sie hhuwnx	廝混
sie xxiiuk	廝熟
sie la	廝鑼
mrieuh jiiox	廟主
mrieuh kwux	廟口
mrieuh ttann	廟堂
mrieuh tap	廟塔
mrieuh riiox	廟宇
biioih gnin	廢人
biioih primx	廢品
biioih kiiw	廢墟
biioih xiex	廢弛
biioih xxii	廢時
biioih ccre	廢柴
biioih kih	廢棄
biioih jiix	廢止
biioih xyx	廢水
biioih iak	廢液
biioih zra	廢渣
biioih gnien	廢然
biioih miit	廢物
biioih jiex	廢紙
biioih tonnh	廢統
biioih diih	廢置
biioih kkiiuh	廢舊
biioih hhruaih	廢話
biioih tet	廢鐵
biioih tyt	廢黜
guannx giiux	廣九
guannx nnuuon	廣元
guannx nwm	廣南
guannx bak	廣博
guannx ttiiann	廣場
guannx nnuaih	廣外
guannx van	廣安
guannx zonn	廣宗
guannx nenn	廣寧
guannx jiiu	廣州
guannx dwk	廣德
guannx bah	廣播
guannx qiiann	廣昌
guannx pox	廣普
guannx dunn	廣東
guannx gam	廣柑
guannx xyx	廣水
guannx hha	廣河
guannx mak	廣漠
guannx hanh	廣漢
guannx nnenh	廣硯
guannx nnrieh	廣義
guannx mwuh	廣袤
guannx sei	廣西
guannx box	廣譜
guannx piiunn	廣豐
guannx iiu	廣遊
guannx kuat	廣闊
guannx liinn	廣陵
guannx iiann	廣陽
guannx nnrax	廣雅
guannx ttenh	廣電
guannx lenn	廣靈
guannx ruunh	廣韻
guaih cann	廥倉
liiw sren	廬山
liiw gronn	廬江
liiw iiann	廬陽
tenn ttann	廳堂
giionh grau	建交
giionh jieih	建制
giionh xiiann	建商
giionh guwk	建國
giionh gii	建基
giionh xiix	建始
giionh van	建安
giionh nenn	建寧
giionh kann	建康
giionh dwk	建德
giionh xxiann	建成
giionh jiannh	建政
giionh miin	建文
giionh qiiann	建昌
giionh ccwi	建材
giionh nniiop	建業/建鄴
giionh gwuh	建構
giionh xyx	建水
giionh hho	建湖
giionh miit	建物
giionh vwu	建甌
giionh pprak	建白
giionh lip	建立
giionh diiuk	建築
giionh nniion	建言
giionh xiet	建設
giionh nnrieh	建議
giionh do	建都
giionh iiann	建陽
giionh dannx	建黨
lunnh luanh	弄亂
lunnh giiann	弄僵
lunnh dauh	弄到
lunnh ttann	弄堂
lunnh dunnx	弄懂
lunnh six	弄死
lunnh hhuwnx	弄混
lunnh ciann	弄清
lunnh zriiuh	弄皺
lunnh ttiik	弄直
lunnh duanx	弄短
lunnh suwih	弄碎
lunnh zau	弄糟
lunnh xxin	弄臣
lunnh tunn	弄通
lunnh zannx	弄髒
iik gronn	弋江
iik iiann	弋陽
xiik ziix	拭子/式子
xiik miii	式微
giiunn hhen	弓弦
giiunn nox	弓弩
giiunn ccriiannh	弓狀
giiunn zienh	弓箭
giiunn vieu	弓腰
giiunn xin	弓身/躬身
inx gnip	引入
inx liik	引力
inx hhem	引嫌
inx ziix	引子
inx dwk	引得
inx ssiiwx	引敘
inx miin	引文
inx xyx	引水
inx hha	引河
inx liiu	引流
inx ttoh	引渡
inx huax	引火
inx liix	引理
inx iionnh	引用
inx biiot	引發
inx sienh	引線
inx giiak	引腳
inx iiux	引誘
inx jiinnh	引證
inx kiix	引起
inx loh	引路
inx qqyt	引述
inx tuwih	引退
inx ttwuh	引逗
inx liannx	引領
inx giannx	引頸
biit jiiu	弗州
biit vwih	弗愛
biit luwi	弗雷
hhuwnn tto	弘圖
hhuwnn iiann	弘揚
hhuwnn jix	弘旨
hhuwnn biiop	弘法
hhuwnn nnuuonh	弘願
xiex hhuanx	弛緩
hhen nnuuot	弦月
hhen ga	弦歌
hhen luwnh	弦論
hho guann	弧光
hho hhenn	弧形
hho sienh	弧線
nox briann	弩兵
nox giiunn	弩弓
gniiak zriik	弱側
gniiak xieih	弱勢
gniiak hruah	弱化
gniiak xxiiux	弱受
gniiak sieux	弱小
gniiak dieh	弱智
gniiak suan	弱酸
gniiak demx	弱點
kkiiann gnin	強人
kkiiann ssiix	強似
kkiiann dem	強佔
kkiiann kkiionh	強健
kkiiann briann	強兵
kkiiann jieih	強制
kkiiann liik	強力
kkiiann gra	強加
kkiiann giannh	強勁
kkiiann xieih	強勢
kkiiann hruah	強化
kkiiann guwk	強國
kkiiann zriiannh	強壯
kkiiann gran	強姦
kkiiann ziix	強子
kkiiann ganh	強幹
kkiiann gniiak	強弱
kkiiann gninx	強忍
kkiiann hhanh	強悍
kkiiann lwp	強拉
kkiiann ttek	強敵
kkiiann liiann	強梁
kkiiann dann	強檔
kkiiann kkryen	強權
kkiiann kkiiu	強求
kkiiann liiu	強流
kkiiann liet	強烈
kkiiann ttauh	強盜
kkiiann nnrennh	強硬
kkiiann xin	強身
kkiiann pprienx	強辯
kkiiann brak	強迫
kkiiann biik	強逼
kkiiann ttuwih	強隊
kkiiann jinh	強震
kkiiann gninh	強韌
kkiiann hhronnx	強項
mie lwk	彌勒
mie ten	彌天
mie nnuuot	彌月
mie ttoh	彌渡
mie manx	彌滿
mie manh	彌漫
mie munn	彌蒙
mie box	彌補
mie tta	彌陀
vruan ziix	彎子
vruan vruan	彎彎
vruan kiiok	彎曲
vruan nwm	彎男
vruan vieu	彎腰
vruan grok	彎角
vruan loh	彎路
vruan ttaux	彎道
tuanh ssii	彖辭
i lyn	彞倫
i kkriak	彞劇
i krih	彞器
i hiionh	彞憲
i ccuk	彞族
i liiann	彞良
i huunh	彞訓
hhenn ssiix	形似
hhenn ssiiannx	形象/形像
hhenn jieih	形制
hhenn xieih	形勢
hhenn ttunn	形同
hhenn huwn	形婚
hhenn iionn	形容
hhenn xxiann	形成
hhenn ppann	形旁
hhenn hhrek	形核
hhenn ccriiannh	形狀
hhenn qqin	形神
hhenn xiann	形聲
hhenn sriik	形色
hhenn iak	形譯
hhenn brienh	形變
hhenn mrauh	形貌
hhenn ziak	形跡
hhenn hhrei	形骸
hhenn teix	形體
cwix sinh	彩信
cwix vinh	彩印
cwix soh	彩塑
cwix zriiann	彩妝
cwix daih	彩帶
cwix pprei	彩排
cwix hhuannh	彩擴
cwix kkii	彩旗
cwix min	彩民
cwix leix	彩禮
cwix hhuaih	彩繪
cwix sriik	彩色
cwix ppronnx	彩蚌
cwix tieu	彩超
cwix lenn	彩鈴
cwix ruun	彩雲
cwix ttenh	彩電
cwix hhra	彩霞
cwix ttwu	彩頭
cwix yt	彩鷸
cwix guanh	彩鸛
biu hiiu	彪休
biu zriiannh	彪壯
biu ziix	彪子
biu hhenn	彪形
biu hhanh	彪悍
biu briannx	彪炳
biu huanh	彪煥
biu munn	彪蒙
biu mrax	彪馬
brin brin	彬彬
pprann ppwt	彭勃
pprann bak	彭博
pprann sren	彭山
pprann jiiu	彭州
pprann sie	彭斯
pprann hho	彭湖
pprann ttrak	彭澤
pprann zox	彭祖
pprann iiann	彭陽
jiiann hruah	彰化
jiiann jiiann	彰彰
jiiann mriann	彰明
jiiann miiox	彰武
jiiann henx	彰顯
vriannx ssiiannx	影像/影象
vriannx gnie	影兒
vriannx kkriak	影劇
vriannx vinh	影印
vriannx bek	影壁
vriannx ttan	影壇
vriannx ziix	影子
vriannx dienx	影展
vriannx senn	影星
vriannx bwnx	影本
vriannx nniiop	影業
vriannx penh	影片
vriannx ziionn	影蹤
vriannx mei	影迷
vriannx ccip	影集
vriannx vrim	影音
vriannx hiiannx	影響
tiak tiiok	彳亍
yak nwm	役男
yak lenn	役齡
briex nnanh	彼岸
briex dwk	彼得
briex ciex	彼此
ruuannx lwi	往來
ruuannx lieih	往例
ruuannx criiw	往初
ruuannx ccen	往前
ruuannx gox	往古
ruuannx nnuaih	往外
ruuannx greih	往屆
ruuannx xxiiann	往常
ruuannx nen	往年
ruuannx ruuannx	往往
ruuannx gnit	往日
ruuannx siak	往昔
ruuannx xxii	往時
ruuannx syeih	往歲
ruuannx sriann	往生
ruuannx ttiann	往程
ruuannx ziak	往跡
ruuannx biionx	往返
jiann gnin	征人
jiann ppiiot	征伐
jiann ttih	征地
jiann ttin	征塵
jiann jiionn	怔忪/征彸
jiann dwk	征得
jiann xiioh	征戍
jiann jienh	征戰
jiann ppaih	征旆
jiann ppiiuk	征服
jiann iionnh	征用
jiann ttiann	征程
jiann sram	征衫
jiann taux	征討
jiann tto	征途
jiann mrax	征馬
jiann grah	征駕
ttwix gnin	待人
ttwix mriannh	待命
ttwix cciih	待字
ttwix ppieih	待斃
ttwix nniiop	待業
ttwix giii	待機
ttwix ssiiok	待續
ttwix kaux	待考
ttwix nniioh	待遇
ssynh cciann	徇情/殉情
lyt ttunnx	律動
lyt sri	律師
lyt tteu	律條
lyt biiop	律法
lyt xii	律詩
ssiiw zynh	徐俊
ssiiw kwk	徐克
ssiiw jiiu	徐州
ssiiw ssiiw	徐徐
ssiiw senn	徐星
ssiiw ppoh	徐步
ssiiw xyx	徐水
ssiiw ruuih	徐渭
ssiiw biiuk	徐福
ssiiw hhuanx	徐緩
ssiiw hhuenx	徐鉉
gennh ttenn	逕庭/徑庭
gennh liiu	逕流/徑流
gennh ttiik	逕直/徑直
gennh ccih	逕自/徑自
gennh swih	逕賽/徑賽
gennh ziak	徑跡/逕跡
gennh loh	徑路
gennh ttaux	徑道
tto kkiioh	徒具
tto gunn	徒工
tto xiiux	徒手
tto ppoh	徒步
tto gnien	徒然
tto sek	徒裼
dwk jiiox	得主
dwk leux	得了
dwk iix	得以
dwk dauh	得到
dwk liik	得力
dwk xieih	得勢
dwk miann	得名
dwk xit	得失
dwk nnrie	得宜
dwk tiionnx	得寵
dwk hhwnx	得很
dwk sit	得悉
dwk viih	得意
dwk xiiux	得手
dwk giiuh	得救
dwk miin	德文/得文
dwk ryann	得榮
dwk biiop	得法
dwk miio	得無
dwk ziiannx	得獎
dwk srit	得瑟
dwk ppriannh	得病
dwk viak	得益
dwk die	得知
dwk ccuwix	得罪
dwk sriik	得色
dwk krye	得虧
dwk jiih	得誌
dwk jiinnh	得證
dwk tiannx	得逞
dwk ttaux	得道
dwk teix	得體
ppwi hhuwi	徘徊
xxiiann iiann	徜徉
nniiwh sriix	御史
nniiwh baux	御寶
nniiwh gniiunn	御戎
nniiwh xiiux	御手/馭手
nniiwh iionnh	御用
nniiwh sieh	御賜
nniiwh ziiux	御酒
nniiwh vii	御醫
ppiiuh biiot	復發
ssyn hruah	馴化/循化
ssyn hhruan	循環
miii sinh	微信
miii guann	微光
miii kwk	微克
miii xiinn	微升
miii bak	微博
miii xiiann	微商
miii nann	微囊
miii hhenn	微型
miii ttin	微塵
miii mieuh	微妙
miii van	微安
miii sieux	微小
miii sren	微山
miii gniiak	微弱
miii gennh	微徑
miii miii	微微
miii iiannh	微恙
miii gnieux	微擾
miii jiannx	微整
miii mriann	微明
miii senn	微星
miii ziann	微晶
miii ppiiuk	微服
miii mat	微末
miii giii	微機
miii ba	微波
miii mak	微漠
miii huax	微火
miii mieux	微秒
miii guanx	微管
miii meix	微米
miii lip	微粒
miii seih	微細
miii sii	微絲
miii sriiuk	微縮
miii xxin	微臣
miii mann	微茫
miii kkrynx	微菌
miii ppak	微薄
miii ccienh	微賤
miii gnyenx	微軟
miii huun	微醺
miii deu	微雕
miii tta	微駝
dwk gnin	德仁
dwk baux	德保
dwk hruah	德化
dwk guwk	德國
dwk xxiann	德城
dwk van	德安
dwk hhruenn	德宏
dwk qyen	德川
dwk jiiu	德州
dwk gan	德干
dwk siannh	德性
dwk hhueih	德惠
dwk kriannh	德慶
dwk ccwi	德才
dwk jiannh	德政
dwk nnann	德昂
dwk qiiann	德昌
dwk krim	德欽
dwk gronn	德江
dwk ciann	德清
dwk miiuk	德牧
dwk bran	德班
dwk iiuk	德育
dwk hhann	德航
dwk do	德都
dwk liix	德里
dwk iiann	德陽
huui kkriak	徽劇
huui mwk	徽墨
huui jiiu	徽州
huui jiiann	徽章
huui cwih	徽菜
huui giih	徽記
sim diiunn	心中
sim nnrie	心儀
sim cet	心切
sim liik	心力
sim giannh	心勁
sim ttunnx	心動
sim brau	心包
sim kwux	心口
sim ttih	心地
sim kwmx	心坎
sim griannx	心境
sim kunnx	心孔
sim hhrok	心學
sim xit	心室
sim hhan	心寒
sim ziem	心尖
sim deix	心底
sim hhen	心弦
sim dwk	心得
sim jiih	心志
sim grip	心急
sim siannh	心性
sim kkyh	心悸
sim cciann	心情
sim siiannx	心想
sim viih	心意
sim vwih	心愛
sim twih	心態
sim huannx	心慌
sim hhruei	心懷
sim jienh	心戰
sim ppiiann	心房
sim biii	心扉
sim dieh	心智
sim ppiiuk	心服
sim ccwi	心材
sim gwn	心根
sim grannx	心梗
sim giii	心機
sim ttok	心毒
sim liiu	心流
sim zieu	心焦
sim jieuh	心照
sim ppiion	心煩
sim liix	心理
sim pprenh	心瓣
sim gam	心甘
sim tten	心田
sim nnii	心疑
sim ttonn	心疼
sim ppriannh	心病
sim tunnh	心痛
sim miiuk	心目
sim nnrenx	心眼
sim nnrennh	心硬
sim suwih	心碎
sim qqin	心神
sim siiuh	心秀
sim zrak	心窄
sim keuh	心竅
sim suanx	心算
sim seih	心細
sim get	心結
sim ssiiwx	心緒
sim xiann	心聲
sim gan	心肝
sim ttiiann	心腸
sim biiuk	心腹
sim damx	心膽
sim huet	心血
sim qqyt	心術
sim geih	心計
sim hiiwx	心許
sim ziak	心跡
sim loh	心路
sim tteu	心跳
sim gnyenx	心軟
sim ttiiuk	心軸
sim lyn	心輪
sim suan	心酸
sim zyh	心醉
sim lenn	心靈
sim cciannx	心靜
sim vrim	心音
sim liannx	心領
sim ttwu	心頭
sim nnuuonh	心願
sim griann	心驚
bit siiu	必修
bit pprih	必備
bit ttennh	必定
bit dwk	必得
bit viinnh	必應
bit gnien	必然
bit siio	必須/必需
kkiih kwux	忌口
kkiih doh	忌妒
kkiih hhwnh	忌恨
kkiih ttanh	忌憚
kkiih gnit	忌日
kkiih huuih	忌諱
kkiih xxin	忌辰
gninx zynh	忍俊
gninx donn	忍冬
gninx xxiiux	忍受
gninx sim	忍心
gninx tiix	忍恥
gninx tunnh	忍痛
gninx jiax	忍者
gninx nwih	忍耐
gninx gniiannh	忍讓
jiih dan	志丹
jiih gunn	志工
jiih nnuuonh	志願
miiannh bret	忘八
miiannh siannh	忘性
miiannh vwn	忘恩
miiannh cciann	忘情
miiannh hhruei	忘懷
miiannh nnax	忘我
miiannh bwnx	忘本
miiannh giii	忘機
miiannh giih	忘記
miiannh can	忘餐
mann hho	忙乎
mann luanh	忙亂
mann luk	忙碌
mann vrim	忙音
diiunn sinh	忠信
diiunn iionnx	忠勇
diiunn qqit	忠實
diiunn ciann	忠清
diiunn liet	忠烈
diiunn nnrieh	忠義
diiunn xxin	忠臣
diiunn nniion	忠言
diiunn xxiann	忠誠
diiunn diann	忠貞
nnoh nnriak	忤逆
kruaih kkrienx	快件
kruaih sinh	快信/快訊
kruaih bauh	快報
kruaih viih	快意
kruaih gwmx	快感
kruaih mranh	快慢
kruaih vuuih	快慰
kruaih xiiux	快手
kruaih cciep	快捷
kruaih branx	快板
kruaih ppoh	快步
kruaih jieuh	快照
kruaih bran	快班
kruaih qqyen	快船
kruaih ttennx	快艇
kruaih pprau	快跑
kruaih tuwih	快退
kruaih suk	快速
